number,title,description
Theme 129,Land Administration and Management," activities aiming at land policy and rights, regulatory framework on land,
                      land rights regularization, land and property registration, cadastre and cadastral
                      mapping, state land inventorying, property valuation, property taxation, land use
                      planning, land management, and state land management services and systems, and
                      geospatial data, infrastructure and services.
 land administration
                      "
Theme 130,Geospatial Services," services aiming at the collection, processing, analysis, visualization,
                      storage, and improving access and use of spatially-referenced data and information.
                      "
Theme 131,Land Policy and Tenure," initiatives supporting land tenure, land policy, land rights, land rights
                            regularization, land reform, land governance, regulatory framework on land and
                            dispute resolution arrangements.
                            "
Theme 132,Cultural Heritage," activities supporting protection, conservation and sustainable development of cultural property and
intangible heritage, embrace cultural diversity and bring tangible economic benefits to local communities in an
inclusive manner.
"
Theme 133,Road Safety," activities in urban, interurban and rural spaces that provide safe mobility on the road for all or any
class of road users to prevent them from being killed or seriously injured in a road traffic crash. road users might
include pedestrians, cyclists, motorcyclists, motorists, vehicles passengers, road based public transport users, etc.
projects which are designed to shift the transport of people or goods from road based transport to other modes
(water, rail) may have a road safety component by reducing exposure to road transport if it is a specific goal of the
project, which can be estimated based on risk reduction.
"
Theme 134,Disaster Risk Management," processes for designing, implementing, and evaluating strategies, policies, and measures to improve
the understanding of disaster risk, foster risk reduction and transfer, and promote continuous improvement in
disaster preparedness, response, and recovery practices, with the explicit purpose of increasing human security,
wellbeing, quality of life, and sustainable development.
"
Theme 135,Disaster Response and Recovery," activities supporting response, recovery and reconstruction following
                                   a natural disaster in affected countries, equipping governments and disaster risk
                                   management practitioners with the necessary skills and resources to conduct their
                                   own post-disaster assessments and resilient reconstruction planning, and
                                   supporting the implementation of large reconstruction programs.
                                   "
Theme 136,Disaster Risk Reduction," technical advice, capacity building, and implementation assistance,
                              for governments, civil society, and the private sector to create and improve
                              policies and legislation needed for better land use planning, and to drive
                              investment aimed at reducing risk based on risk information.
                              "
Theme 137,Disaster Preparedness," activities aiming to improve forecasting and early warning systems,
                              contingency and emergency response plans, strengthen civil protection services
                              and improve protocols to help local communities anticipate, prepare for, and
                              quickly respond to disasters.
                              "
Theme 138,Flood and Drought Risk Management," used to capture support physical infrastructure investments including
                               both greenfield and rehabilitation projects, and/or institutional capacity building
                               support to strengthen flood and drought risk management.
                               "
Theme 139,Climate change," interventions that contribute to reducing greenhouse gas emissions and/or to reducing vulnerability to
 climate change through resilience-building and adaptation activities. any activity/project component that has
 climate change co-benefits assigned to it should be identified with the “climate change” theme code.
 "
Theme 140,Mitigation," mitigation finance promotes efforts towards the reduction, limitation,
                                  or sequestration of ghg emissions.
                                  mitigation co-benefits are assigned if the activity:
                                        is listed on the mdb positive list compatible with lower carbon emission
                                           pathways; and
                                        demonstrates net ghg reductions in the project documents if required
         mitigation                   according to the positive list (i.e. waste water treatment, biofuels,
                                           hydropower, etc.).
                                  "
Theme 141,Adaptation," adaptation finance is associated with activities that aim to lower the
                                 current or future risks or vulnerabilities posed by climate change.
                                 adaptation co-benefits are assigned if the project documents clearly lay out all
                                 three steps required by the mdb climate adaptation finance methodology:
                                      context of vulnerability to climate variability and change.
       adaptation                statement of purpose or intent.
                                      clear and direct link between climate vulnerability and project
                                          activities.
                                 "
Theme 142,Environmental Health and Pollution Management," cleaner production; prevention and abatement of pollution; design and implementation of
interventions to reduce the burden of environment-related diseases.
"
Theme 143,Air Quality Management," interventions that address prevention and abatement of air
                                   pollution.
                                   "
Theme 144,Water Pollution," activities that promote cleaner production and prevention of
                                   wastewater discharges; wastewater treatment; management of wastes
                                   associated with wastewater treatment; control of groundwater pollution.
                                   "
Theme 145,Soil Pollution," activities that address remediation and redevelopment of
                     contaminated sites and hazardous waste management; interventions for
                     integrated waste management; containment to prevent, or significantly reduce
                     the migration of contaminants in soils
                     "
Theme 146,Renewable Natural Resources Asset Management," activities that involve the management of renewable natural resource assets in an integrated way across
ecosystems (including coastal and aquatic ecosystems), watersheds, and rural landscapes thereby providing the
basis for enhanced livelihoods, food and water security, sustained energy supplies, and the ability to adapt to the
impacts of climate variability and change.
"
Theme 147,Forests Policies and institutions," improving forest-related policy framework and strengthening
                                     institutional capacities at the national and sub-national level.
                                     "
Theme 148,Fisheries Policies and institutions," improving global fisheries management (both capture fisheries and
                       aquaculture), with a view to increasing their economic, social, and
                       environmental benefits through sustainable approaches.
                       "
Theme 149,Oceans," activities that promote development of a new, integrated approach
                       to the blue economy, with a view to encouraging the sustainable management
                       of all oceans-related economic activities, and with an emphasis on avoiding
                       conflicts between users.
    oceans 
                       "
Theme 150,Biodiversity," biodiversity comprises the multitudes of different species on our
                   planet, as well as genetic diversity within species and populations. it also refers
                   to the ecosystems in which species form communities, interacting with one
                   another and their physical environment. these ecosystems can be forests,
                   savannas, deserts or other terrestrial environments and can also be freshwater
                   or marine. this theme is intended to capture activities whose primary purpose
                   is to directly conserve or protect biodiversity (at a genetic, species, or
                   ecosystemic level) or to support its sustainable use by human populations, as
                   well as investments which would indirectly achieve the same goals, e.g.,
                   training or policy or regulatory interventions.
biodiversity  "
Theme 151,Landscape Management," activities that promote landscape management and approach.
                           landscape management is about land use planning and connecting protected,
                           areas, forests, woodlands, agro-silvo-pastoral lands, watersheds, croplands, and
                           irrigated agricultural lands for the provision of ecosystem services,
                           adaptation/mitigation to climate change, and increased productivity. the
                           landscape approach entails managing multiple land uses in an integrated
                           manner, taking into consideration both environmental conditions and the human
                           needs that depend on healthy ecosystems.
                           "
Theme 152,Coastal Zone Management," support to development of integrated coastal zone management
                           practices, with a particular emphasis on adaptation to the impacts of climate
                           change and disaster risk management
 coastal zone management   "
Theme 153,Watershed Management," activities that support watershed management. watershed
                           management is the integrated use of land, vegetation and water in a
                           geographically discrete drainage area for the benefit of its residents and
                           downstream water-users, with the dual objective of conserving or protecting
                           the hydrologic services that the watershed provides and of reducing or avoiding
                           negative downstream or groundwater impacts. it includes coordinated multi-
                           sectoral approaches in a spatial, hydrologic context. although watersheds,
                           catchments, or basins come in several sizes, ranging from small micro-
watershed management 
                           watersheds to trans-boundary watersheds, the work of watershed management
                           relates to modernizing information, institutions, and sustainable land and water
                           investments for improving watershed services (e.g. related to
                           erosion/sedimentation, hydrology, water quality, biodiversity, etc.) to improve
                           natural resources sustainability and improve productivity (e.g. in agriculture,
                           water supply, environmental flows, hydropower, climate resilience).
                           "
Theme 154,Environmental policies and institutions," analysis and promotion of policies in support of the objectives of “clean, green and resilient”
growth.
"
Theme 155,Water Resource Management," water resource management includes the planning, development, sustainable use, and operation of
water resources to improve productivity and resilience.
"
Theme 156,"Water Institutions, Policies and Reform"," used to capture support to institutions, policies and reforms to
                                  strengthen water security and water resources management. such interventions
                                  may focus at the national, sub-national (regional, provincial, state, local), or at
                                  the river basin level, including transboundary river basins. the institutional
                                  capacity may include support to water service providers, governments, river
                                  basin organizations, or local water user groups for various aspects including
                                  rules, regulations, roles and responsibilities, organizational structures, plans,
water institutions, policies and
                                  processes, decision support tools, information systems, stakeholder
         reform 
                                  participation mechanisms, incentives, asset management etc.
                                  "
Theme 157,Energy," energy is a property of objects which can be transferred to other objects or converted into different
forms. energy can be found in a number of different forms. it can be chemical energy, electrical energy, heat
(thermal energy), light (radiant energy), mechanical energy, and nuclear energy.
"
Theme 158,Energy Efficiency," operations to improve the efficiency, by which energy is
                         produced, transformed and used.
                         use for:
                                 rehabilitation of existing power plants, regardless of fuel and
                                  including fuel substitution to a cleaner fuel, that lead to higher overall
                                  efficiency (or lower heat rate) for the electricity generated.
                                 transmission and distribution projects whose primary objective is to
 energy efficiency 
                                  reduce technical losses and whose financing amount can be
                                  distinguished from other project components (e.g., efficient, resizing
                                  of conductors, balancing of phases, power factor correction, reactive
                                  power compensation).
                                 district heating and district cooling.
                                 conversion to combined heat and power plants.
                                 waste heat recovery, co-generation, and tri-generation.
                                 specialized entities providing energy efficiency services or providing
                                  heat and power demand side management solutions.
                                 energy efficiency interventions by utilities.
                                 energy efficiency interventions in industry.
                                 energy efficiency interventions in buildings.
                                 demand response measures.
                         "
Theme 159,Energy Policies & Reform," development or reform of energy sector policies (electricity, oil,
                         gas) relating specifically to sector strategy and objectives, sector planning,
                         institutional architecture of the sector, governance of sector institutions, energy
                         prices and subsidies, sector legal and regulatory frameworks, energy markets
                         and contracting mechanisms, private sector participation in power.
energy policies & reform
                         "
Theme 160,Access to Energy," support for new or improved access to modern energy services.
                       "
